companyId,name,industry,hqCity,country,size
147,Blue Energy 147,Cybersecurity,Rome,FR,1-10
148,Quantum Networks 148,Gaming,Porto,DE,51-200
149,Nimbus Systems 149,Manufacturing,Alicante,PT,1000+
150,Tech AI 150,Cybersecurity,Rome,ES,1-10
151,Nova Systems 151,FinTech,Barcelona,FR,201-1000
152,Green Works 152,Telecom,Lisboa,IE,1000+
153,Nova Works 153,EdTech,Brussels,IT,201-1000
154,Next Labs 154,FinTech,Murcia,BE,11-50
155,Orbit Studios 155,Manufacturing,London,UK,51-200
156,Fusion Works 156,Manufacturing,Milan,UK,51-200
157,Fusion Media 157,HealthTech,Barcelona,IE,201-1000
158,Atlas Finance 158,Energy,Valencia,DE,11-50
159,Pulse AI 159,Logistics,Rome,DE,1-10
160,Astra Consulting 160,Telecom,Alicante,NL,201-1000
161,Next Solutions 161,Real Estate,Barcelona,UK,51-200
162,Rocket Logistics 162,Logistics,Valencia,ES,51-200
163,Atlas Logistics 163,Real Estate,Madrid,IT,201-1000
164,Quantum Systems 164,Manufacturing,Zaragoza,IT,11-50
165,Nimbus Retail 165,Telecom,Valladolid,ES,1000+
166,Astra Solutions 166,Media,Murcia,DE,1-10
167,Secure Security 167,Cybersecurity,Berlin,ES,1-10
168,Fusion Logistics 168,Logistics,Rome,NL,201-1000
169,Rocket Manufacturing 169,Energy,Málaga,IT,201-1000
170,Nova Consulting 170,Software,Murcia,UK,1-10
171,Nova Retail 171,Logistics,Lisboa,IT,1-10
172,Atlas Cloud 172,Gaming,Murcia,UK,1000+
173,Tech Networks 173,Logistics,Amsterdam,IE,51-200
174,Green Health 174,Biotech,Madrid,NL,1-10
175,Quantum Systems 175,Gaming,Dublin,BE,11-50
176,Nimbus Systems 176,FinTech,Murcia,BE,51-200
177,Global Health 177,Consulting,Murcia,UK,51-200
178,Orbit Consulting 178,Manufacturing,Málaga,FR,1000+
179,Data AI 179,HealthTech,Barcelona,FR,1000+
180,Quantum Manufacturing 180,Media,Barcelona,BE,11-50
181,Data Cloud 181,Energy,Madrid,IE,1000+
182,Data Security 182,Manufacturing,Porto,PT,1-10
183,Pulse Health 183,HealthTech,Milan,PT,11-50
184,Prime Partners 184,Gaming,Berlin,PT,201-1000
185,Smart Consulting 185,Software,Lisboa,IE,51-200
186,Nimbus Studios 186,Real Estate,Valladolid,ES,11-50
187,Astra Systems 187,Logistics,Bilbao,ES,1-10
188,Atlas Holdings 188,Media,Milan,BE,1000+
189,Astra Holdings 189,AI,Amsterdam,ES,11-50
190,Vertex Labs 190,FinTech,Alicante,BE,1000+
191,Fusion Energy 191,HealthTech,Milan,ES,1000+
192,Orbit Media 192,Biotech,Lisboa,UK,11-50
193,Rocket Works 193,Manufacturing,Lisboa,DE,51-200
194,Nova Health 194,Media,Sevilla,DE,201-1000
195,Nimbus Studios 195,FinTech,Porto,BE,1000+
196,Global Studios 196,Real Estate,Brussels,DE,201-1000
197,Nimbus AI 197,EdTech,Rome,DE,201-1000
198,Rocket Consulting 198,Energy,Valladolid,IE,51-200
199,Next Labs 199,Cybersecurity,Berlin,BE,11-50
200,Rocket Finance 200,Retail,Málaga,NL,1-10
201,Green Networks 201,Cybersecurity,Murcia,BE,201-1000
202,Next Consulting 202,Telecom,Berlin,ES,11-50
203,Global Consulting 203,AI,Berlin,IE,11-50
204,Vertex Retail 204,Manufacturing,Valladolid,PT,51-200
205,Secure Manufacturing 205,HealthTech,Barcelona,PT,51-200
206,Quantum Energy 206,Biotech,Berlin,UK,201-1000
207,Blue Group 207,FinTech,Bilbao,ES,1000+
208,Rocket Studios 208,Biotech,Paris,IE,201-1000
209,Green Media 209,Energy,Sevilla,DE,51-200
210,Orbit Partners 210,Telecom,Amsterdam,BE,1000+
211,Rocket Media 211,Cybersecurity,Valladolid,IE,201-1000
212,Secure Group 212,EdTech,Barcelona,DE,201-1000
213,Pulse Cloud 213,Media,Sevilla,IE,51-200
214,Green Networks 214,Logistics,Murcia,NL,201-1000
215,Nova Group 215,Logistics,Murcia,PT,11-50
216,Urban Consulting 216,HealthTech,Zaragoza,BE,1000+
217,Green Solutions 217,Telecom,Rome,BE,11-50
218,Tech Finance 218,Software,Porto,DE,51-200
219,Rocket Energy 219,Biotech,Milan,FR,201-1000
220,Smart Networks 220,HealthTech,London,IT,201-1000
221,Urban Labs 221,EdTech,Murcia,PT,51-200
222,Global AI 222,FinTech,Lisboa,FR,1000+
223,Secure Cloud 223,Biotech,Milan,PT,51-200
224,Data Energy 224,HealthTech,Milan,IE,11-50
225,Fusion Systems 225,Software,Alicante,FR,1000+
226,Vertex AI 226,Retail,Murcia,NL,11-50
227,Orbit Group 227,Real Estate,Valladolid,FR,11-50
228,Global Media 228,Retail,Madrid,IT,1-10
229,Orbit Retail 229,Retail,Málaga,ES,201-1000
230,Urban Security 230,AI,Amsterdam,DE,51-200
231,Orbit Media 231,Consulting,Valladolid,DE,51-200
232,Orbit Finance 232,AI,Brussels,IE,1000+
233,Orbit Works 233,HealthTech,Alicante,PT,51-200
234,Nimbus Health 234,Media,Alicante,IT,1-10
235,Green Health 235,Media,Sevilla,IE,201-1000
236,Blue Finance 236,Real Estate,Brussels,IT,11-50
237,Tech Works 237,Energy,Milan,DE,201-1000
238,Data Retail 238,Media,Murcia,IE,201-1000
239,Vertex Health 239,Cybersecurity,Paris,UK,1-10
240,Urban Finance 240,Manufacturing,Lisboa,ES,51-200
241,Quantum Energy 241,Manufacturing,Amsterdam,FR,1000+
242,Prime Networks 242,Media,Bilbao,BE,1-10
243,Tech Logistics 243,FinTech,Lisboa,IE,1000+
244,Global Systems 244,Retail,Porto,BE,11-50
245,Green Retail 245,AI,Alicante,UK,11-50
246,Astra Partners 246,Cybersecurity,Zaragoza,BE,11-50
247,Tech Systems 247,Software,Milan,PT,1000+
248,Vertex Finance 248,Telecom,Málaga,UK,51-200
249,Tech AI 249,Manufacturing,Barcelona,UK,1-10
250,Vertex Logistics 250,EdTech,Murcia,PT,1-10
251,Global Media 251,Cybersecurity,Madrid,ES,1000+
252,Atlas Consulting 252,HealthTech,Amsterdam,IT,11-50
253,Atlas Works 253,Media,Berlin,BE,1-10
254,Smart Cloud 254,Biotech,Zaragoza,PT,51-200
255,Rocket Finance 255,AI,Valladolid,IT,1-10
256,Nova Energy 256,Energy,Dublin,UK,1000+
257,Pulse AI 257,AI,Madrid,NL,201-1000
258,Astra Retail 258,HealthTech,London,DE,1000+
259,Tech Logistics 259,Manufacturing,London,IE,201-1000
260,Rocket Networks 260,Logistics,Lisboa,FR,1-10
261,Next Retail 261,Consulting,Zaragoza,NL,1000+
262,Nova Labs 262,EdTech,Paris,NL,1000+
263,Rocket AI 263,Telecom,Dublin,UK,201-1000
264,Smart Partners 264,EdTech,Barcelona,IE,1000+
265,Atlas Energy 265,Software,Murcia,DE,1000+
266,Orbit Retail 266,Real Estate,Lisboa,DE,51-200
267,Quantum Finance 267,FinTech,Sevilla,IT,1-10
268,Vertex Consulting 268,Software,Málaga,BE,1-10
269,Green Holdings 269,Biotech,Sevilla,ES,201-1000
270,Orbit Group 270,Real Estate,Bilbao,BE,201-1000
271,Vertex Solutions 271,Logistics,Sevilla,IT,51-200
272,Urban Media 272,Media,Brussels,IE,1000+
273,Green Consulting 273,Logistics,Milan,DE,1000+
274,Astra Media 274,Energy,Dublin,NL,11-50
275,Secure Consulting 275,Consulting,Milan,NL,1-10
276,Secure Energy 276,Consulting,Bilbao,NL,1-10
277,Tech Works 277,Retail,Zaragoza,PT,1000+
278,Quantum Partners 278,HealthTech,Barcelona,NL,1000+
279,Green Labs 279,Gaming,Rome,DE,51-200
280,Tech Holdings 280,Energy,Valladolid,IT,1000+
281,Smart Studios 281,AI,Murcia,BE,1000+
282,Prime Labs 282,EdTech,Sevilla,DE,51-200
283,Green Cloud 283,HealthTech,Bilbao,BE,1000+
284,Vertex Partners 284,Energy,Brussels,NL,11-50
285,Green Solutions 285,Manufacturing,Zaragoza,PT,1000+
286,Blue Consulting 286,Consulting,Dublin,ES,51-200
287,Global Systems 287,EdTech,Milan,NL,201-1000
288,Orbit Partners 288,Logistics,Milan,PT,11-50
289,Fusion Logistics 289,AI,Paris,NL,51-200
290,Smart Media 290,Media,Milan,PT,1000+
291,Prime Group 291,Energy,Bilbao,IT,1000+
292,Quantum Finance 292,Energy,Sevilla,BE,201-1000
293,Astra Group 293,Software,Porto,NL,51-200
294,Nimbus Holdings 294,Retail,Paris,IE,11-50
295,Tech Holdings 295,Biotech,Porto,BE,11-50
296,Tech Manufacturing 296,Logistics,Lisboa,PT,51-200
297,Urban Media 297,Software,Brussels,UK,1-10
298,Urban Finance 298,AI,Barcelona,UK,51-200
299,Data Manufacturing 299,Software,Dublin,NL,201-1000
300,Green Finance 300,HealthTech,Barcelona,IE,1-10
301,Atlas Consulting 301,Consulting,Bilbao,PT,201-1000
302,Next Systems 302,Biotech,Barcelona,IE,1-10
303,Fusion Cloud 303,Retail,Brussels,ES,51-200
304,Secure Group 304,Gaming,Milan,ES,201-1000
305,Nimbus Systems 305,FinTech,Zaragoza,BE,11-50
306,Urban Labs 306,Consulting,London,ES,51-200
307,Atlas Holdings 307,Cybersecurity,Málaga,ES,51-200
308,Urban Retail 308,Gaming,Sevilla,IE,201-1000
309,Rocket Labs 309,Biotech,Valencia,PT,1-10
310,Green Labs 310,Consulting,Lisboa,ES,11-50
311,Tech Holdings 311,Gaming,London,PT,11-50
312,Smart Holdings 312,EdTech,Valladolid,ES,201-1000
313,Smart Group 313,Energy,Bilbao,IE,201-1000
314,Nova Holdings 314,Energy,Zaragoza,FR,51-200
315,Urban Health 315,Energy,Valencia,NL,51-200
316,Rocket Studios 316,Gaming,Milan,NL,11-50
317,Data Manufacturing 317,AI,Bilbao,BE,1000+
318,Prime Energy 318,Gaming,Valladolid,DE,51-200
319,Pulse Retail 319,Energy,Valencia,BE,11-50
320,Urban Holdings 320,Biotech,Murcia,ES,1-10
321,Pulse Group 321,Real Estate,Bilbao,NL,1000+
322,Secure Studios 322,AI,Amsterdam,ES,51-200
323,Next Studios 323,Software,Málaga,IT,201-1000
324,Secure Partners 324,HealthTech,Málaga,IE,51-200
325,Green Health 325,Consulting,Madrid,NL,1000+
326,Quantum Manufacturing 326,Cybersecurity,Paris,NL,11-50
327,Urban Studios 327,Media,Dublin,IT,51-200
328,Data AI 328,HealthTech,Berlin,IT,51-200
329,Rocket Logistics 329,Software,Málaga,BE,11-50
330,Smart Security 330,Retail,Amsterdam,FR,11-50
331,Secure Systems 331,FinTech,Valladolid,FR,51-200
332,Quantum Logistics 332,Consulting,London,ES,11-50
333,Prime Group 333,Logistics,Valladolid,PT,11-50
334,Nova Holdings 334,Cybersecurity,Valencia,DE,11-50
335,Fusion Studios 335,Software,Dublin,FR,51-200
336,Next Finance 336,AI,Zaragoza,NL,201-1000
337,Quantum AI 337,HealthTech,Paris,FR,51-200
338,Blue Logistics 338,Media,Valladolid,IT,1000+
339,Vertex Retail 339,FinTech,Porto,NL,1000+
340,Tech AI 340,Consulting,Alicante,IE,51-200
341,Secure Media 341,Software,Brussels,IT,1-10
342,Nova Consulting 342,Real Estate,Zaragoza,ES,11-50
343,Smart Energy 343,FinTech,Lisboa,IT,11-50
344,Nimbus Consulting 344,Logistics,Valladolid,IT,201-1000
345,Data Cloud 345,Cybersecurity,Málaga,FR,201-1000
346,Pulse Networks 346,Biotech,Valencia,IE,1-10
347,Vertex Solutions 347,Consulting,Lisboa,FR,1000+
348,Pulse Logistics 348,Biotech,Madrid,NL,201-1000
349,Nimbus Systems 349,Logistics,Berlin,UK,1-10
350,Atlas Health 350,Gaming,Dublin,IE,1000+
351,Astra Networks 351,Consulting,Berlin,BE,201-1000
352,Global Consulting 352,Software,Lisboa,UK,11-50
353,Pulse Security 353,Biotech,Berlin,ES,201-1000
354,Smart Systems 354,HealthTech,Dublin,NL,51-200
355,Data Security 355,Gaming,Murcia,IT,51-200
356,Smart Solutions 356,Energy,Málaga,UK,51-200
357,Nimbus Solutions 357,Biotech,Lisboa,UK,1-10
358,Atlas Networks 358,Gaming,Barcelona,BE,201-1000
359,Nova Group 359,FinTech,Rome,PT,11-50
360,Blue Finance 360,Cybersecurity,Murcia,IE,201-1000
361,Atlas AI 361,Biotech,Barcelona,PT,51-200
362,Astra Systems 362,EdTech,Brussels,PT,201-1000
363,Pulse Labs 363,Media,Valladolid,IT,201-1000
364,Tech Group 364,Energy,Valencia,IT,1-10
365,Prime Manufacturing 365,Energy,Valladolid,BE,1000+
366,Nova Systems 366,Gaming,Amsterdam,NL,11-50
367,Nimbus Cloud 367,Consulting,Murcia,BE,1-10
368,Atlas Logistics 368,Consulting,Valladolid,UK,1-10
369,Nimbus Holdings 369,Software,Berlin,FR,51-200
370,Urban Health 370,Media,Sevilla,DE,11-50
371,Tech Partners 371,Manufacturing,Valencia,UK,1000+
372,Quantum Manufacturing 372,Cybersecurity,Brussels,IE,1000+
373,Vertex Finance 373,Software,Lisboa,IE,51-200
374,Astra Health 374,EdTech,London,NL,11-50
375,Fusion Group 375,AI,Murcia,IT,1-10
376,Rocket Labs 376,Real Estate,Rome,IE,1-10
377,Prime Media 377,Gaming,Valladolid,UK,51-200
378,Quantum Health 378,Software,Bilbao,FR,1000+
379,Astra Manufacturing 379,Cybersecurity,Berlin,ES,51-200
380,Fusion Finance 380,Manufacturing,Paris,BE,11-50
381,Vertex Security 381,HealthTech,Sevilla,IT,11-50
382,Prime Networks 382,Logistics,Málaga,FR,201-1000
383,Fusion Energy 383,Gaming,Zaragoza,IT,1000+
384,Urban Partners 384,Gaming,Sevilla,IE,1000+
385,Fusion Retail 385,AI,Alicante,IT,201-1000
386,Quantum Works 386,Biotech,Málaga,FR,201-1000
387,Smart Solutions 387,Media,London,FR,1-10
388,Vertex Manufacturing 388,Cybersecurity,Berlin,IT,11-50
389,Tech Security 389,Manufacturing,Bilbao,BE,1-10
390,Atlas Manufacturing 390,Cybersecurity,Madrid,IE,1000+
391,Nova Group 391,Real Estate,Valencia,IE,1-10
392,Atlas Logistics 392,Retail,Málaga,NL,51-200
393,Nova Group 393,Real Estate,Zaragoza,IE,11-50
394,Smart Labs 394,Software,Zaragoza,NL,201-1000
395,Nova Security 395,Biotech,Alicante,FR,201-1000
396,Pulse Networks 396,Media,Málaga,DE,201-1000
397,Global Solutions 397,Telecom,Berlin,BE,201-1000
398,Vertex Labs 398,Cybersecurity,Murcia,BE,1-10
399,Atlas Retail 399,Software,London,NL,1-10
400,Smart Logistics 400,Telecom,Porto,IT,1000+
401,Quantum Energy 401,HealthTech,Sevilla,FR,51-200
402,Rocket Networks 402,Consulting,Porto,IT,51-200
403,Blue AI 403,Real Estate,Zaragoza,UK,1-10
404,Secure Labs 404,Biotech,Dublin,DE,51-200
405,Secure Works 405,Biotech,Lisboa,NL,51-200
406,Rocket Cloud 406,Telecom,Bilbao,FR,1000+
407,Smart Solutions 407,Manufacturing,Porto,IE,51-200
408,Smart Group 408,Logistics,Dublin,NL,51-200
409,Blue Consulting 409,EdTech,Brussels,UK,201-1000
410,Urban AI 410,Software,Zaragoza,UK,11-50
411,Rocket Solutions 411,Energy,Porto,BE,1000+
412,Vertex Finance 412,Consulting,Porto,FR,1000+
413,Pulse Partners 413,Gaming,Paris,NL,11-50
414,Pulse Finance 414,Consulting,Dublin,IT,1-10
415,Global Partners 415,Manufacturing,Valladolid,DE,11-50
416,Blue Cloud 416,HealthTech,Zaragoza,IE,201-1000
417,Quantum Manufacturing 417,Software,Milan,DE,11-50
418,Astra Systems 418,AI,Sevilla,IE,1000+
419,Global Cloud 419,FinTech,Barcelona,NL,1000+
420,Pulse AI 420,Manufacturing,Murcia,FR,11-50
421,Nova Health 421,Consulting,Barcelona,UK,1000+
422,Urban Labs 422,Retail,Valencia,FR,1000+
423,Smart Systems 423,Retail,Alicante,DE,1000+
424,Rocket Finance 424,Biotech,Sevilla,BE,1-10
425,Secure Labs 425,Retail,Dublin,PT,201-1000
426,Global Finance 426,Retail,Sevilla,BE,1000+
427,Prime Security 427,Real Estate,Valladolid,ES,1000+
428,Nimbus Networks 428,Biotech,Zaragoza,NL,1-10
429,Urban Energy 429,Energy,Dublin,FR,51-200
430,Pulse Finance 430,Logistics,Valladolid,UK,1000+
431,Nova Partners 431,Energy,Rome,BE,51-200
432,Quantum Networks 432,Consulting,Dublin,ES,51-200
433,Pulse Finance 433,Real Estate,Málaga,FR,1-10
434,Nimbus Works 434,HealthTech,London,IE,1000+
435,Green Holdings 435,HealthTech,Alicante,DE,51-200
436,Pulse Works 436,Media,Milan,NL,1-10
437,Smart Security 437,Retail,Amsterdam,FR,51-200
438,Green Holdings 438,AI,Málaga,FR,1000+
439,Green Partners 439,Real Estate,Brussels,IT,51-200
440,Nova Cloud 440,Real Estate,Valladolid,IE,11-50
441,Smart Partners 441,Gaming,Lisboa,NL,51-200
442,Nimbus Manufacturing 442,AI,Berlin,ES,201-1000
443,Data Energy 443,Gaming,Bilbao,NL,51-200
444,Tech Holdings 444,Retail,Murcia,UK,51-200
445,Tech Partners 445,Cybersecurity,Paris,IE,1000+
446,Fusion Holdings 446,Retail,Brussels,BE,201-1000
447,Urban Networks 447,FinTech,Alicante,FR,51-200
448,Orbit Manufacturing 448,Real Estate,Barcelona,IT,201-1000
449,Nova Cloud 449,AI,Barcelona,PT,1-10
450,Secure Cloud 450,Gaming,London,UK,1-10
451,Orbit Consulting 451,FinTech,Lisboa,IT,11-50
452,Blue Manufacturing 452,Logistics,Amsterdam,DE,1000+
453,Global Health 453,Manufacturing,Lisboa,BE,51-200
454,Fusion Media 454,Logistics,Madrid,FR,1-10
455,Secure Studios 455,Biotech,Zaragoza,FR,51-200
456,Quantum AI 456,Biotech,Porto,IE,11-50
457,Urban Cloud 457,Software,Bilbao,PT,201-1000
458,Nimbus Logistics 458,Real Estate,Barcelona,BE,1-10
459,Pulse Studios 459,Software,Amsterdam,IT,1-10
460,Pulse Partners 460,Real Estate,Valladolid,IE,1-10
461,Global Manufacturing 461,FinTech,Rome,PT,1000+
462,Green Media 462,FinTech,Amsterdam,NL,1000+
463,Prime Labs 463,Cybersecurity,Murcia,NL,201-1000
464,Blue Partners 464,FinTech,Málaga,IE,201-1000
465,Pulse Energy 465,Software,Paris,UK,1-10
466,Atlas Logistics 466,Software,Madrid,DE,51-200
467,Nimbus Consulting 467,Energy,Alicante,IE,1000+
468,Quantum Holdings 468,Gaming,Amsterdam,FR,11-50
469,Blue Holdings 469,Logistics,Málaga,PT,1-10
470,Fusion Security 470,Telecom,Bilbao,BE,51-200
471,Global Partners 471,Media,Alicante,DE,11-50
472,Smart Group 472,Cybersecurity,Murcia,DE,11-50
473,Astra Solutions 473,EdTech,London,PT,201-1000
474,Tech Health 474,Retail,Paris,ES,201-1000
475,Quantum Logistics 475,Retail,Zaragoza,IT,1000+
476,Next Labs 476,Consulting,Milan,BE,1-10
477,Green Holdings 477,HealthTech,Dublin,IE,51-200
478,Nimbus Holdings 478,Retail,Valencia,BE,51-200
479,Orbit Cloud 479,HealthTech,London,ES,1-10
480,Vertex Energy 480,AI,Sevilla,IE,51-200
481,Smart Labs 481,Cybersecurity,Valladolid,DE,1-10
482,Vertex Finance 482,Software,Murcia,IE,1-10
483,Blue AI 483,Consulting,Amsterdam,ES,11-50
484,Pulse Consulting 484,EdTech,Dublin,ES,1-10
485,Atlas Holdings 485,Logistics,Porto,IT,11-50
486,Nimbus Group 486,Consulting,Milan,FR,11-50
